,DiaChi,GiaBan,DuAn,DienTich(m2),TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
120,"Bình Hưng Hòa A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.4,Green Hills Bình Tân,49.0,Đã bàn giao,28.57,1.0,1.0,,Đã có sổ,,,,, Quận Bình Tân
121,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.5,Lumiere Boulevard,80.0,Chưa bàn giao,56.25,2.0,2.0,,Giấy tờ khác,Nội thất đầy đủ,,,, Thành phố Thủ Đức
122,"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",0.45,The Origami – Vinhomes Grand Park,69.0,Đã bàn giao,6.52,2.0,2.0,,,,Đông Nam,Đông Bắc,, Thành phố Thủ Đức
123,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,The Origami – Vinhomes Grand Park,59.0,Đã bàn giao,45.76,2.0,2.0,,,,,,Căn góc, Thành phố Thủ Đức
124,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",1.96,Hà Đô Centrosa Garden,86.0,Đã bàn giao,22.79,2.0,2.0,,,,,,, Quận 10
125,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.9,Celadon City,78.0,Đã bàn giao,37.18,3.0,2.0,,,,,,, Quận Tân Phú
126,"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh",3.4,Riva Park,80.0,Đã bàn giao,42.5,2.0,2.0,,,,,,, Quận 4
127,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.46,Richmond City,66.0,Đã bàn giao,22.12,2.0,2.0,,,,,,, Quận Bình Thạnh
128,"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",1.43,Diamond Riverside (City Gate Towers 2),72.0,Đã bàn giao,19.86,2.0,2.0,,,,,,, Quận 8
129,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.7,Jamona City,60.0,Đã bàn giao,28.33,2.0,1.0,,,,,,, Quận 7
130,"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",4.2,Căn hộ Cityland Parkhill Gò Vấp,76.0,Đã bàn giao,55.26,2.0,2.0,,Đã có sổ,,,,, Quận Gò Vấp
131,"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.408,The Beverly Solari - Vinhomes Grand Park,78.9,Chưa bàn giao,68.54,2.0,2.0,33.0,,,,Tây Bắc,, Thành phố Thủ Đức
132,"118, Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",1.85,Tân Hương Tower,71.0,Đã bàn giao,26.06,2.0,2.0,,,,,,, Quận Tân Phú
133,"Võ Chí Công, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.37,Safira Khang Điền (Sapphire Khang Điền),68.0,Đã bàn giao,20.15,2.0,2.0,,,,,,, Thành phố Thủ Đức
134,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",3.3,Diamond Lotus Riverside,58.0,Đã bàn giao,56.9,2.0,1.0,,,,,,, Quận 8
135,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",2.68,Diamond Lotus Riverside,50.0,Đã bàn giao,53.6,1.0,1.0,,,,,,, Quận 8
136,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",2.65,Diamond Lotus Riverside,50.0,Đã bàn giao,53.0,1.0,1.0,,,,,,, Quận 8
137,"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",1.38,Diamond Riverside (City Gate Towers 2),71.0,Đã bàn giao,19.44,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 8
138,"16, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.57,Sky Center,74.0,Đã bàn giao,21.22,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Tân Bình
139,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.9,Hoàng Anh Gold House (Hoàng Anh An Tiến),121.0,Đã bàn giao,23.97,3.0,2.0,23.0,,,,Tây,, Huyện Nhà Bè
140,"Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh",1.69,Chung cư Mỹ Phước,81.0,Đã bàn giao,20.86,2.0,2.0,9.0,Đã có sổ,,,,, Quận Bình Thạnh
141,"83, Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",1.65,Terra Royal,71.0,Đã bàn giao,23.24,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận 3
142,"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.58,Opal Garden,78.0,Đã bàn giao,20.26,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
143,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",1.795,,88.0,Đã bàn giao,20.4,2.0,2.0,,,,,,, Quận 10
144,"Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.675,,74.0,Đã bàn giao,22.64,2.0,1.0,,,,,,, Quận Tân Bình
145,"Đường Xuân Quỳnh, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.27,,66.0,Đã bàn giao,19.24,2.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
146,"NGÔ TẤT TỐ, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",1.58,,70.0,Đã bàn giao,22.57,2.0,1.0,,,,,,, Quận Bình Thạnh
147,"hồng hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.43,,69.0,Đã bàn giao,20.72,2.0,2.0,,,,,,, Quận Tân Bình
148,"Đường Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh",0.7,,30.0,Đã bàn giao,23.33,1.0,1.0,3.0,,,,,, Quận Bình Thạnh
149,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,Vinhomes Grand Park,59.0,Chưa bàn giao,35.59,2.0,1.0,25.0,,,Đông Bắc,,, Thành phố Thủ Đức
150,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.75,Ricca,56.0,Đã bàn giao,31.25,1.0,1.0,,Đã có sổ,Nhà trống,,,, Thành phố Thủ Đức
151,"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",3.5,Căn hộ RichStar,84.0,Đã bàn giao,41.67,3.0,2.0,,,,,,, Quận Tân Phú
152,"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",3.05,Carillon 7,71.0,Đã bàn giao,42.96,2.0,2.0,,,,,,, Quận Tân Phú
153,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.199,Vinhomes Grand Park,59.0,Chưa bàn giao,37.27,2.0,1.0,10.0,,,,Bắc,, Thành phố Thủ Đức
154,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.999,Celadon City,63.0,Đã bàn giao,47.6,2.0,1.0,,,,,,, Quận Tân Phú
155,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3.15,Celadon City,63.0,Đã bàn giao,50.0,2.0,1.0,,,,,,, Quận Tân Phú
156,"Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",2.5,Chung cư Miếu Nổi,51.3,Đã bàn giao,48.73,2.0,1.0,1.0,,,,Tây,, Quận Bình Thạnh
157,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.3,Celadon City,84.0,Đã bàn giao,51.19,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,, Quận Tân Phú
158,"2, Trương Đăng Quế, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",1.63,Sunny Plaza,60.0,Đã bàn giao,27.17,2.0,2.0,,,,,,, Quận Gò Vấp
159,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",1.55,Hà Đô Centrosa Garden,68.0,Đã bàn giao,22.79,2.0,2.0,,,,,,, Quận 10
160,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",1.21,Topaz City,75.0,Đã bàn giao,16.13,2.0,2.0,,,,,,, Quận 8
161,"153 – 161, Lương Nhữ Học, Phường 11, Quận 5, Tp Hồ Chí Minh",1.44,Chung cư Sao Mai,91.0,Đã bàn giao,15.82,2.0,2.0,,,,,,, Quận 5
162,"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.73,The River Thủ Thiêm,84.0,Đã bàn giao,20.6,2.0,2.0,,,,,,, Thành phố Thủ Đức
163,"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh",1.24,Riva Park,81.0,Đã bàn giao,15.31,2.0,2.0,,,,,,, Quận 4
164,"Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh",1.22,Screc Tower,52.0,Đã bàn giao,23.46,2.0,2.0,,,,,,, Quận 3
165,"Số 504, Số 504 đường Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh",3.45,Riva Park,80.0,Đã bàn giao,43.13,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
166,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.38,Topaz Elite,66.0,Đã bàn giao,36.06,2.0,2.0,,,,,,, Quận 8
167,"Đường Linh Trung, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.45,,55.0,Đã bàn giao,26.36,2.0,2.0,12.0,,,,Nam,, Thành phố Thủ Đức
168,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.43,Saigon Riverside Complex Q7,66.0,Đã bàn giao,36.82,2.0,,,,,,,, Quận 7
169,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.69,Celadon City,70.0,Đã bàn giao,38.43,2.0,2.0,,,,,,, Quận Tân Phú
170,"13, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",5.588,Essensia Nam Sài Gòn,80.0,Chưa bàn giao,69.85,2.0,2.0,20.0,,,,Tây Nam,, Huyện Nhà Bè
171,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",5.58,Celesta Heights,80.0,Chưa bàn giao,69.75,2.0,2.0,20.0,,,,Tây Nam,, Huyện Nhà Bè
172,"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh",2.2,The EverRich I,82.0,Đã bàn giao,26.83,2.0,2.0,15.0,Đã có sổ,,,,, Quận 11
173,"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",2.3,The Tresor,78.0,Đã bàn giao,29.49,2.0,2.0,15.0,Đã có sổ,,,,, Quận 4
174,"11, Phường 11, Quận 6, Tp Hồ Chí Minh",1.9,Him Lam Chợ Lớn,82.0,Đã bàn giao,23.17,2.0,2.0,16.0,Đang chờ sổ,,,,, Quận 6
175,"13, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",5.2,Essensia Nam Sài Gòn,81.0,Chưa bàn giao,64.2,2.0,2.0,,Giấy tờ khác,,,Bắc,, Huyện Nhà Bè
176,"Số 4, Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Jamila Khang Điền,75.0,Đã bàn giao,22.67,2.0,2.0,11.0,Đã có sổ,,,,, Thành phố Thủ Đức
177,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.4,The Era Town (A1 Riverside),59.0,Đã bàn giao,23.73,1.0,,,,,,,, Quận 7
178,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",1.9,Kingdom 101,72.0,Đã bàn giao,26.39,2.0,,12.0,Đang chờ sổ,,Đông Nam,,, Quận 10
179,"Khu phố 3, Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,The Estella,79.0,Đã bàn giao,26.58,2.0,2.0,15.0,,,Đông Nam,,, Thành phố Thủ Đức
180,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.05,Richmond City,66.0,Đã bàn giao,31.06,2.0,2.0,11.0,,,Đông Nam,,, Quận Bình Thạnh
181,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",5.58,Celesta Rise,80.0,Chưa bàn giao,69.75,2.0,2.0,20.0,,,,Tây Nam,, Huyện Nhà Bè
182,"Hoàng Văn Thụ, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",16.0,,92.6,Đã bàn giao,172.79,10.0,6.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Tân Bình
183,"Số 59, Số 59 Số 59 Đường Ngô Tất Tố, Phường 21, Bình Thạnh, Hồ Chí Minh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",1.2,City Garden,80.0,Đã bàn giao,15.0,1.0,1.0,6.0,,,,Đông Nam,, Quận Bình Thạnh
184,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.4,Green Town Bình Tân,49.0,Chưa bàn giao,28.57,1.0,1.0,,,,,,, Quận Bình Tân
185,"Đường Tạ Quang Bửu, Phường 2, Quận 8, Tp Hồ Chí Minh",1.7,,10.0,Đã bàn giao,170.0,2.0,,,Đã có sổ,,,,, Quận 8
186,"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",4.2,Rivera Park Sài Gòn,74.0,Đã bàn giao,56.76,2.0,2.0,,,,,,, Quận 10
187,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.15,The Origami – Vinhomes Grand Park,59.0,Đã bàn giao,36.44,2.0,2.0,10.0,,,,,, Thành phố Thủ Đức
188,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.0,Masteri Thảo Điền,71.0,Đã bàn giao,70.42,2.0,2.0,,,,,,, Thành phố Thủ Đức
189,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.29,The Origami – Vinhomes Grand Park,91.0,Đã bàn giao,36.15,3.0,,,,,,,Căn góc, Thành phố Thủ Đức
190,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",3.1,Vinhomes Central Park,74.0,Đã bàn giao,41.89,2.0,2.0,12.0,,,,,, Quận Bình Thạnh
191,"Võ Văn Ngân, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",7.6,King Crown Infinity,81.0,Chưa bàn giao,93.83,2.0,,,,,,,, Thành phố Thủ Đức
192,"Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",1.8,,10.0,Đã bàn giao,180.0,2.0,,,Đã có sổ,,,,, Quận Tân Phú
193,"Số 628, Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.4,The Vista An Phú,114.0,Đã bàn giao,29.82,2.0,,12.0,,,,,, Thành phố Thủ Đức
194,"2, 2 110A Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",3.0,Sunny Plaza,72.0,Chưa bàn giao,41.67,2.0,2.0,,,,,,, Quận Gò Vấp
195,"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.5,Saigon Royal Residence,62.0,Đã bàn giao,24.19,2.0,2.0,,Đã có sổ,Nhà trống,,,, Quận 4
196,"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.85,,69.5,Đã bàn giao,41.01,2.0,2.0,6.0,,,,Bắc,, Quận 7
197,"Đường Số 6D, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.4,,46.7,Đã bàn giao,29.98,1.0,1.0,,Đã có sổ,,,,, Thành phố Thủ Đức
198,"Nguyễn Cơ Thạch, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",18.5,Thu Thiem Zeit River,135.0,Chưa bàn giao,137.04,3.0,2.0,18.0,,,,Tây,, Thành phố Thủ Đức
199,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.0,Căn hộ D’Lusso,76.0,Đã bàn giao,52.63,2.0,2.0,,,,,,, Thành phố Thủ Đức
200,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,Flora Novia,57.0,Đã bàn giao,36.84,2.0,2.0,,,,,,, Thành phố Thủ Đức
201,"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",4.5,,113.0,Đã bàn giao,39.82,3.0,2.0,31.0,,,,Tây Bắc,, Quận 7
202,"Đường Hậu Giang, Phường 11, Quận 6 , Tp.HCM , Việt Nam, Phường 11, Quận 6, Tp Hồ Chí Minh",3.55,Him Lam Chợ Lớn,97.0,Chưa bàn giao,36.6,2.0,2.0,,,,,,, Quận 6
203,"Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.5671,Lumiere Boulevard,73.0,Chưa bàn giao,76.26,2.0,2.0,,,,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
204,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.4,Celadon City,112.3,Đã bàn giao,48.09,3.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,, Quận Tân Phú
205,"Tăng Nhơn Phú, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.15,9 View Apartment,58.0,Đã bàn giao,37.07,2.0,,,,Nội thất đầy đủ,,,, Thành phố Thủ Đức
206,"Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh",5.688,Căn hộ DE LA SOL (Delasol),79.0,Chưa bàn giao,72.0,2.0,2.0,,Giấy tờ khác,Nội thất đầy đủ,,,, Quận 4
207,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",3.45,Sky Garden 1,88.0,Đã bàn giao,39.2,3.0,2.0,,Đã có sổ,,,,, Quận 7
208,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.6,Sunrise City,76.0,Đã bàn giao,47.37,2.0,2.0,,,,Đông,Tây,, Quận 7
209,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.69,The Era Town (A1 Riverside),67.0,Đã bàn giao,25.22,2.0,2.0,,Đã có sổ,Nhà trống,,,, Quận 7
210,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",9.0,Vinhomes Golden River BaSon,69.0,Đã bàn giao,130.43,2.0,,,,Nội thất cao cấp,,,, Quận 1
211,"Đường Phạm Văn Đồng, phường Linh Tây, Thủ Đức, Tp.HCM, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.285,Flora Novia,57.0,Đã bàn giao,40.09,2.0,1.0,,,,,,, Thành phố Thủ Đức
212,"2, Đường Lê Thước, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",33.0,,235.47,Đã bàn giao,140.15,3.0,3.0,,,,Bắc,Đông Nam,, Thành phố Thủ Đức
213,"83, 83 Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",4.9,Terra Royal,58.0,Đã bàn giao,84.48,2.0,1.0,,,,,,, Quận 3
214,"83, 83 Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",6.3,Terra Royal,72.0,Đã bàn giao,87.5,2.0,2.0,,,,,,, Quận 3
215,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",9.5,Vinhomes Golden River BaSon,68.0,Chưa bàn giao,139.71,2.0,,,,Nội thất cao cấp,,,, Quận 1
216,"Đường Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.3,Căn hộ D’Lusso,68.0,Đã bàn giao,63.24,2.0,2.0,,Đã có sổ,Nhà trống,,,, Thành phố Thủ Đức
217,"Phạm Văn Đồng, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.8,Flora Novia,76.0,Đã bàn giao,36.84,2.0,2.0,,,,,,, Thành phố Thủ Đức
218,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.5,Precia,72.0,Đã bàn giao,48.61,2.0,2.0,,,,,,, Thành phố Thủ Đức
219,"An Lợi Đông, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.2,Sarimi Sala,88.0,Chưa bàn giao,104.55,2.0,2.0,8.0,,,,Tây,, Thành phố Thủ Đức
220,"Đường Số 25, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.22,,40.0,Đã bàn giao,55.5,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
221,"528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",2.8,Luxcity,74.0,Đã bàn giao,37.84,2.0,2.0,6.0,,,,Tây Nam,, Quận 7
222,"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",7.868,Celadon City,142.0,Chưa bàn giao,55.41,3.0,3.0,8.0,,,,,, Quận Tân Phú
223,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",8.0,Vinhomes Golden River BaSon,77.0,Chưa bàn giao,103.9,2.0,,,,Nội thất cao cấp,,,, Quận 1
224,"Hẻm 11 Đường 3 Tháng 2, Phường 12, Quận 10, Tp Hồ Chí Minh",1.5,,10.0,Đã bàn giao,150.0,2.0,,,Đã có sổ,,,,, Quận 10
225,"Đường Đào Trinh Nhất, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,,48.0,Chưa bàn giao,35.42,1.0,1.0,,Đang chờ sổ,,,,, Thành phố Thủ Đức
226,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.2,Precia,56.0,Đã bàn giao,57.14,2.0,1.0,,,,,,, Thành phố Thủ Đức
227,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.95,The Era Town (A1 Riverside),97.0,Đã bàn giao,20.1,3.0,2.0,,Đang chờ sổ,Nhà trống,,,, Quận 7
228,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.1,Green Town Bình Tân,68.0,Đã bàn giao,30.88,2.0,2.0,5.0,,,,Nam,, Quận Bình Tân
229,"Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",1.9,The Western Capital,55.0,Đã bàn giao,34.55,2.0,,,Đang chờ sổ,Nhà trống,,,, Quận 6
230,"Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",0.81,MT Eastmark City,63.0,Chưa bàn giao,12.86,1.0,1.0,,,,,,, Thành phố Thủ Đức
231,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.2,Akari City,79.0,Đã bàn giao,40.51,2.0,2.0,,,,,,, Quận Bình Tân
232,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.0,Akari City,62.0,Chưa bàn giao,48.39,2.0,1.0,,,,,,, Quận Bình Tân
233,"47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.7,Carillon 7,66.0,Đã bàn giao,40.91,2.0,2.0,,,,,,, Quận Tân Phú
234,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.9,Akari City,95.0,Chưa bàn giao,41.05,3.0,2.0,,,,,,Căn góc, Quận Bình Tân
235,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.618,Precia,64.0,Chưa bàn giao,40.91,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
236,"92, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",8.9,Saigon Pearl,133.5,Đã bàn giao,66.67,3.0,2.0,28.0,,,,,, Quận Bình Thạnh
237,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.618,Căn hộ D’Lusso,64.0,Chưa bàn giao,40.91,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
238,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.49,Vinhomes Central Park,78.0,Đã bàn giao,19.1,2.0,2.0,12.0,Đã có sổ,,,,, Quận Bình Thạnh
239,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.5,Saigon Riverside Complex Q7,73.0,Đã bàn giao,34.25,2.0,2.0,,,,,,, Quận 7
240,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.6,Saigon Riverside Complex Q7,67.37,Đã bàn giao,38.59,2.0,2.0,,,,Nam,Bắc,, Quận 7
